FID,wkb_geometry,long,lat,name,vejnavn,husnr,address,chargeType,betalingszone,ladestandertype,antal_udtag,operator,bem
elbil_ladestander.1,MULTIPOINT ((12.598284226099 55.676634371546804)),12.59828423,55.67663437,Bodenhoffs Plads elbil_ladestander.1,Bodenhoffs Plads,,Bodenhoffs Plads , ,,,2,,Opstillet 1. juli 2015
elbil_ladestander.2,MULTIPOINT ((12.561984006579376 55.67637674327139)),12.56198401,55.67637674,Vester Farimagsgade elbil_ladestander.2,Vester Farimagsgade,17,Vester Farimagsgade 17,Grøn betalingszone ,Grøn betalingszone,,2,CLEVER,Quick Charge stander
elbil_ladestander.3,MULTIPOINT ((12.599515346298215 55.66496309599651)),12.59951535,55.6649631,Hollænderdybet elbil_ladestander.3,Hollænderdybet,2,Hollænderdybet 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.4,MULTIPOINT ((12.573054534493345 55.67906348898651)),12.57305453,55.67906349,Dyrkøb elbil_ladestander.4,Dyrkøb,3,Dyrkøb 3,Rød betalingszone ,Rød betalingszone,,2,Lets Go/Delebilfonden,ChoosEV
elbil_ladestander.5,MULTIPOINT ((12.573121211720052 55.67907827840602)),12.57312121,55.67907828,Dyrkøb elbil_ladestander.5,Dyrkøb,3,Dyrkøb 3,Rød betalingszone ,Rød betalingszone,,2,E-On,
elbil_ladestander.6,MULTIPOINT ((12.573192976626617 55.679094633371825)),12.57319298,55.67909463,Dyrkøb elbil_ladestander.6,Dyrkøb,3,Dyrkøb 3,Rød betalingszone ,Rød betalingszone,,2,E-On,
elbil_ladestander.7,MULTIPOINT ((12.573259223027174 55.6791111491119)),12.57325922,55.67911115,Dyrkøb elbil_ladestander.7,Dyrkøb,1,Dyrkøb 1,Rød betalingszone ,Rød betalingszone,,2,MoveAbout,
elbil_ladestander.8,MULTIPOINT ((12.573324479616886 55.67912894425247)),12.57332448,55.67912894,Dyrkøb elbil_ladestander.8,Dyrkøb,1,Dyrkøb 1,Rød betalingszone ,Rød betalingszone,,2,MoveAbout,
elbil_ladestander.9,MULTIPOINT ((12.586166468489829 55.699132713610595)),12.58616647,55.69913271,Livjægergade elbil_ladestander.9,Livjægergade,37,Livjægergade 37,Blå betalingszone ,Blå betalingszone,,1,E-On,Opstillet 2. nov. 2011
elbil_ladestander.10,MULTIPOINT ((12.586200623389912 55.69908730777065)),12.58620062,55.69908731,Livjægergade elbil_ladestander.10,Livjægergade,37,Livjægergade 37,Blå betalingszone ,Blå betalingszone,,1,E-On,Opstillet 2. nov. 2011
elbil_ladestander.11,MULTIPOINT ((12.58623468204548 55.69904126769314)),12.58623468,55.69904127,Livjægergade elbil_ladestander.11,Livjægergade,37,Livjægergade 37,Blå betalingszone ,Blå betalingszone,,2,E-On,Opstilet 2. nov. 2011
elbil_ladestander.12,MULTIPOINT ((12.592898567198864 55.67321435687856)),12.59289857,55.67321436,Sankt Annæ Gade elbil_ladestander.12,Sankt Annæ Gade,13,Sankt Annæ Gade 13,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.13,MULTIPOINT ((12.59295935656069 55.673182201215695)),12.59295936,55.6731822,Sankt Annæ Gade elbil_ladestander.13,Sankt Annæ Gade,13,Sankt Annæ Gade 13,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.14,MULTIPOINT ((12.551290967566398 55.70589487612353)),12.55129097,55.70589488,Sigynsgade elbil_ladestander.14,Sigynsgade,64,Sigynsgade 64,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.15,MULTIPOINT ((12.570589839171888 55.69324100512045)),12.57058984,55.69324101,Lundingsgade elbil_ladestander.15,Lundingsgade,1,Lundingsgade 1,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.16,MULTIPOINT ((12.482757005422249 55.66551418351656)),12.48275701,55.66551418,Hansstedvej elbil_ladestander.16,Hansstedvej,18,Hansstedvej 18,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.17,MULTIPOINT ((12.568881399281459 55.70349660227469)),12.5688814,55.7034966,Øster Allé elbil_ladestander.17,Øster Allé,,Øster Allé ,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.18,MULTIPOINT ((12.552231825133966 55.69470635500662)),12.55223183,55.69470636,Asnæsgade elbil_ladestander.18,Asnæsgade,2,Asnæsgade 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.19,MULTIPOINT ((12.552327925642832 55.694728623554816)),12.55232793,55.69472862,Asnæsgade elbil_ladestander.19,Asnæsgade,2,Asnæsgade 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.20,MULTIPOINT ((12.563607795407318 55.68315269298166)),12.5636078,55.68315269,Kjels Langes Gade elbil_ladestander.20,Kjels Langes Gade,8,Kjels Langes Gade 8,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,
elbil_ladestander.21,MULTIPOINT ((12.597295962114167 55.68870575795846)),12.59729596,55.68870576,Churchillparken elbil_ladestander.21,Churchillparken,6,Churchillparken 6,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.22,MULTIPOINT ((12.597333293472182 55.688748759436564)),12.59733329,55.68874876,Churchillparken elbil_ladestander.22,Churchillparken,6,Churchillparken 6,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.23,MULTIPOINT ((12.569148311167178 55.70335296865668)),12.56914831,55.70335297,Øster Allé elbil_ladestander.23,Øster Allé,,Øster Allé ,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.24,MULTIPOINT ((12.564862219351886 55.67096548275428)),12.56486222,55.67096548,Reventlowsgade elbil_ladestander.24,Reventlowsgade,30,Reventlowsgade 30,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.25,MULTIPOINT ((12.582210270567744 55.68692864768825)),12.58221027,55.68692865,Rigensgade elbil_ladestander.25,Rigensgade,9F,Rigensgade 9F,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.26,MULTIPOINT ((12.582255433999881 55.686979986092254)),12.58225543,55.68697999,Rigensgade elbil_ladestander.26,Rigensgade,9F,Rigensgade 9F,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.27,MULTIPOINT ((12.582298398334 55.68703098052178)),12.5822984,55.68703098,Rigensgade elbil_ladestander.27,Rigensgade,9F,Rigensgade 9F,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.28,MULTIPOINT ((12.517635312437294 55.6627685997119)),12.51763531,55.6627686,Rasmus Rask Vej elbil_ladestander.28,Rasmus Rask Vej,10,Rasmus Rask Vej 10,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.29,MULTIPOINT ((12.517678105633507 55.66281964687341)),12.51767811,55.66281965,Rasmus Rask Vej elbil_ladestander.29,Rasmus Rask Vej,8,Rasmus Rask Vej 8,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.30,MULTIPOINT ((12.517722396132353 55.66287503339587)),12.5177224,55.66287503,Rasmus Rask Vej elbil_ladestander.30,Rasmus Rask Vej,10,Rasmus Rask Vej 10,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.31,MULTIPOINT ((12.554146551972691 55.66876889434979)),12.55414655,55.66876889,Skydebanegade elbil_ladestander.31,Skydebanegade,14,Skydebanegade 14,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.32,MULTIPOINT ((12.554169684995426 55.66871162336772)),12.55416968,55.66871162,Skydebanegade elbil_ladestander.32,Skydebanegade,14,Skydebanegade 14,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.33,MULTIPOINT ((12.583200559193045 55.6753989960389)),12.58320056,55.675399,Slotsholmsgade elbil_ladestander.33,Slotsholmsgade,8,Slotsholmsgade 8,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.34,MULTIPOINT ((12.583325004289524 55.675370513082605)),12.583325,55.67537051,Slotsholmsgade elbil_ladestander.34,Slotsholmsgade,8,Slotsholmsgade 8,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.35,MULTIPOINT ((12.569197495229497 55.67086093877322)),12.5691975,55.67086094,Stoltenbergsgade elbil_ladestander.35,Stoltenbergsgade,11,Stoltenbergsgade 11,Blå betalingszone ,Blå betalingszone,,2,E-On,Opstillet 2009
elbil_ladestander.36,MULTIPOINT ((12.569149593539361 55.670829077672344)),12.56914959,55.67082908,Stoltenbergsgade elbil_ladestander.36,Stoltenbergsgade,11,Stoltenbergsgade 11,Blå betalingszone ,Blå betalingszone,,2,E-On,Opstillet 2009
elbil_ladestander.37,MULTIPOINT ((12.564821606819972 55.671008829391035)),12.56482161,55.67100883,Reventlowsgade elbil_ladestander.37,Reventlowsgade,30,Reventlowsgade 30,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.38,MULTIPOINT ((12.559048232091401 55.67611111672526)),12.55904823,55.67611112,Vester Søgade elbil_ladestander.38,Vester Søgade,10,Vester Søgade 10,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.39,MULTIPOINT ((12.5590363530588 55.676070770812245)),12.55903635,55.67607077,Vester Søgade elbil_ladestander.39,Vester Søgade,10,Vester Søgade 10,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.40,MULTIPOINT ((12.569549991671378 55.67614349718307)),12.56954999,55.6761435,Rådhuspladsen elbil_ladestander.40,Rådhuspladsen,-,Rådhuspladsen -,Rød betalingszone ,Rød betalingszone,,2,E-On,Opstillet i 2012
elbil_ladestander.41,MULTIPOINT ((12.569435072711652 55.67620181443079)),12.56943507,55.67620181,Rådhuspladsen elbil_ladestander.41,Rådhuspladsen,-,Rådhuspladsen -,Rød betalingszone ,Rød betalingszone,,2,E-On,Opstillet i 2012
elbil_ladestander.42,MULTIPOINT ((12.568183783683276 55.68061987460758)),12.56818378,55.68061987,Nørre Voldgade elbil_ladestander.42,Nørre Voldgade,30,Nørre Voldgade 30,Rød betalingszone ,Rød betalingszone,,2,E-On,
elbil_ladestander.43,MULTIPOINT ((12.568143714461428 55.680587725841924)),12.56814371,55.68058773,Nørre Voldgade elbil_ladestander.43,Nørre Voldgade,30,Nørre Voldgade 30,Rød betalingszone ,Rød betalingszone,,2,E-On,
elbil_ladestander.44,MULTIPOINT ((12.56809953170199 55.680552451819786)),12.56809953,55.68055245,Nørre Voldgade elbil_ladestander.44,Nørre Voldgade,30,Nørre Voldgade 30,Rød betalingszone ,Rød betalingszone,,2,E-On,
elbil_ladestander.45,MULTIPOINT ((12.561618800988226 55.671382831950815)),12.5616188,55.67138283,Helgolandsgade elbil_ladestander.45,Helgolandsgade,17,Helgolandsgade 17,Grøn betalingszone ,Grøn betalingszone,,2,CLEVER,
elbil_ladestander.46,MULTIPOINT ((12.555753166332423 55.684258683986855)),12.55575317,55.68425868,Blågårdsgade elbil_ladestander.46,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.47,MULTIPOINT ((12.555723647527637 55.684246074861726)),12.55572365,55.68424607,Blågårdsgade elbil_ladestander.47,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.48,MULTIPOINT ((12.55569650883428 55.684234679102524)),12.55569651,55.68423468,Blågårdsgade elbil_ladestander.48,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.49,MULTIPOINT ((12.555669428251255 55.68422392284541)),12.55566943,55.68422392,Blågårdsgade elbil_ladestander.49,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.50,MULTIPOINT ((12.555646817391638 55.68421239578999)),12.55564682,55.6842124,Blågårdsgade elbil_ladestander.50,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.51,MULTIPOINT ((12.555622058832064 55.68420221338822)),12.55562206,55.68420221,Blågårdsgade elbil_ladestander.51,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,E-On,Ialt 4 El-bil pladser
elbil_ladestander.52,MULTIPOINT ((12.564774025481404 55.671055306811425)),12.56477403,55.67105531,Reventlowsgade elbil_ladestander.52,Reventlowsgade,28,Reventlowsgade 28,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.53,MULTIPOINT ((12.575510217545322 55.71600483596399)),12.57551022,55.71600484,Edvard Griegs Gade elbil_ladestander.53,Edvard Griegs Gade,2,Edvard Griegs Gade 2,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.54,MULTIPOINT ((12.584769965899627 55.6833330746254)),12.58476997,55.68333307,Borgergade elbil_ladestander.54,Borgergade,14,Borgergade 14,Grøn betalingszone ,Grøn betalingszone,,2,Københavns Kommune,
elbil_ladestander.55,MULTIPOINT ((12.58474786687209 55.683344453151314)),12.58474787,55.68334445,Borgergade elbil_ladestander.55,Borgergade,14,Borgergade 14,Grøn betalingszone ,Grøn betalingszone,,2,Københavns Kommune,
elbil_ladestander.56,MULTIPOINT ((12.584778488852693 55.68334316769265)),12.58477849,55.68334317,Borgergade elbil_ladestander.56,Borgergade,14,Borgergade 14,Grøn betalingszone ,Grøn betalingszone,,2,Københavns Kommune,
elbil_ladestander.57,MULTIPOINT ((12.584970374326048 55.683561993939236)),12.58497037,55.68356199,Borgergade elbil_ladestander.57,Borgergade,16,Borgergade 16,Grøn betalingszone ,Grøn betalingszone,,2,Københavns Kommune,
elbil_ladestander.58,MULTIPOINT ((12.563687223394432 55.68312887126555)),12.56368722,55.68312887,Kjeld Langes Gade elbil_ladestander.58,Kjeld Langes Gade,6,Kjeld Langes Gade 6,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,
elbil_ladestander.59,MULTIPOINT ((12.605423231755912 55.66061215653914)),12.60542323,55.66061216,Frankrigsgade elbil_ladestander.59,Frankrigsgade,2,Frankrigsgade 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.60,MULTIPOINT ((12.605499908078794 55.66064767306284)),12.60549991,55.66064767,Frankrigsgade elbil_ladestander.60,Frankrigsgade,2,Frankrigsgade 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.61,MULTIPOINT ((12.570343657301 55.69640440325815)),12.57034366,55.6964044,Frederik V's Vej elbil_ladestander.61,Frederik V's Vej,2,Frederik V's Vej 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.62,MULTIPOINT ((12.570293599252341 55.696435511179)),12.5702936,55.69643551,Frederik V's Vej elbil_ladestander.62,Frederik V's Vej,2,Frederik V's Vej 2,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.63,MULTIPOINT ((12.575409872893653 55.715996633350045)),12.57540987,55.71599663,Edvard Griegs Gade elbil_ladestander.63,Edvard Griegs Gade,2,Edvard Griegs Gade 2,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.64,MULTIPOINT ((12.580812899936534 55.706733189600115)),12.5808129,55.70673319,Koldinggade elbil_ladestander.64,Koldinggade,18,Koldinggade 18,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,
elbil_ladestander.65,MULTIPOINT ((12.604766927801492 55.645864140681596)),12.60476693,55.64586414,Sundbyvestervej elbil_ladestander.65,Sundbyvestervej,59,Sundbyvestervej 59,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,
elbil_ladestander.66,MULTIPOINT ((12.488340431960152 55.68263940833202)),12.48834043,55.68263941,Hyltebjerg Allé elbil_ladestander.66,Hyltebjerg Allé,12,Hyltebjerg Allé 12,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.67,MULTIPOINT ((12.488438470188967 55.68264047574066)),12.48843847,55.68264048,Hyltebjerg Allé elbil_ladestander.67,Hyltebjerg Allé,12,Hyltebjerg Allé 12,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.68,MULTIPOINT ((12.579902237583115 55.66930694317324)),12.57990224,55.66930694,Islands Brygge elbil_ladestander.68,Islands Brygge,1B,Islands Brygge 1B,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.69,MULTIPOINT ((12.579967414227683 55.66928818072914)),12.57996741,55.66928818,Islands Brygge elbil_ladestander.69,Islands Brygge,1B,Islands Brygge 1B,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.70,MULTIPOINT ((12.50958398004916 55.66632032403999)),12.50958398,55.66632032,Horsekildevej elbil_ladestander.70,Horsekildevej,3,Horsekildevej 3,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.71,MULTIPOINT ((12.50958638559499 55.66626187836803)),12.50958639,55.66626188,Horsekildevej elbil_ladestander.71,Horsekildevej,3,Horsekildevej 3,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.72,MULTIPOINT ((12.556062285519513 55.68222206434415)),12.55606229,55.68222206,Herman Triers Plads elbil_ladestander.72,Herman Triers Plads,1,Herman Triers Plads 1,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.73,MULTIPOINT ((12.555965434283687 55.682242556647694)),12.55596543,55.68224256,Herman Triers Plads elbil_ladestander.73,Herman Triers Plads,1,Herman Triers Plads 1,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.74,MULTIPOINT ((12.555799131156736 55.68428117252852)),12.55579913,55.68428117,Blågårdsgade elbil_ladestander.74,Blågårdsgade,57,Blågårdsgade 57,Blå betalingszone ,Blå betalingszone,,2,Delebilfonden,Ialt 4 El-bil pladser
elbil_ladestander.75,MULTIPOINT ((12.587964640807614 55.696448409683)),12.58796464,55.69644841,Kastelsvej elbil_ladestander.75,Kastelsvej,60,Kastelsvej 60,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.76,MULTIPOINT ((12.588047548466337 55.696461523081695)),12.58804755,55.69646152,Kastelsvej elbil_ladestander.76,Kastelsvej,60,Kastelsvej 60,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.77,MULTIPOINT ((12.588132491841511 55.696474105994945)),12.58813249,55.69647411,Kastelsvej elbil_ladestander.77,Kastelsvej,60,Kastelsvej 60,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.78,MULTIPOINT ((12.544656457577808 55.693923536953776)),12.54465646,55.69392354,Husumgade elbil_ladestander.78,Husumgade,32,Husumgade 32,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.79,MULTIPOINT ((12.544709408213194 55.693886917635055)),12.54470941,55.69388692,Husumgade elbil_ladestander.79,Husumgade,30,Husumgade 30,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
elbil_ladestander.80,MULTIPOINT ((12.587182931322587 55.670161153153)),12.58718293,55.67016115,Overgaden oven Vandet elbil_ladestander.80,Overgaden oven Vandet,2,Overgaden oven Vandet 2,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.81,MULTIPOINT ((12.587230034189197 55.6701557056345)),12.58723003,55.67015571,Overgaden oven Vandet elbil_ladestander.81,Overgaden oven Vandet,2,Overgaden oven Vandet 2,Grøn betalingszone ,Grøn betalingszone,,2,E-On,
elbil_ladestander.82,MULTIPOINT ((12.539174391113304 55.66846970035165)),12.53917439,55.6684697,Lundbyesgade elbil_ladestander.82,Lundbyesgade,12,Lundbyesgade 12,Blå betalingszone 22kW,Blå betalingszone,22kW,2,CleanCharge,Afventer opstilling
elbil_ladestander.83,MULTIPOINT ((12.58986402609804 55.706194275353845)),12.58986403,55.70619428,Hjørringgade elbil_ladestander.83,Hjørringgade,18B,Hjørringgade 18B,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.84,MULTIPOINT ((12.589771657033735 55.70618564677664)),12.58977166,55.70618565,Hjørringgade elbil_ladestander.84,Hjørringgade,18B,Hjørringgade 18B,Blå betalingszone ,Blå betalingszone,,2,E-On,
elbil_ladestander.85,MULTIPOINT ((12.518071954984789 55.70646238307264)),12.51807195,55.70646238,Frederikssundsvej elbil_ladestander.85,Frederikssundsvej,109,Frederikssundsvej 109,Udenfor betalingsområdet ,Udenfor betalingsområdet,,2,E-On,
