FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.2578,POINT (12.566280495105755 55.67509210170649),12.5662805,55.6750921,8204,Vesterbrogade,Vesterbrogade cykelstativ.2578,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.2579,POINT (12.566086815220114 55.67502358970657),12.56608682,55.67502359,8204,Vesterbrogade,Vesterbrogade cykelstativ.2579,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Digitaliseret manuelt
cykelstativ.2587,POINT (12.561629323044476 55.67944973237699),12.56162932,55.67944973,5128,Nyropsgade,Nyropsgade cykelstativ.2587,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2588,POINT (12.561607084909038 55.67938782711764),12.56160708,55.67938783,5128,Nyropsgade,Nyropsgade cykelstativ.2588,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2589,POINT (12.561669423725428 55.679312521614094),12.56166942,55.67931252,5128,Nyropsgade,Nyropsgade cykelstativ.2589,Indre By,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2593,POINT (12.564853063260616 55.674941526943215),12.56485306,55.67494153,8204,Vesterbrogade,Vesterbrogade cykelstativ.2593,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2594,POINT (12.56457719000125 55.675421528266924),12.56457719,55.67542153,292,Axeltorv,Axeltorv cykelstativ.2594,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2595,POINT (12.564657304651758 55.67534697982052),12.5646573,55.67534698,292,Axeltorv,Axeltorv cykelstativ.2595,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Skal repareres,Digitaliseret manuelt
cykelstativ.2298,POINT (12.56473742597236 55.67527243137404),12.56473743,55.67527243,292,Axeltorv,Axeltorv cykelstativ.2298,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2299,POINT (12.565783258668269 55.675197202576385),12.56578326,55.6751972,8204,Vesterbrogade,Vesterbrogade cykelstativ.2299,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2129,POINT (12.565891761292493 55.67523206722348),12.56589176,55.67523207,8204,Vesterbrogade,Vesterbrogade cykelstativ.2129,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2133,POINT (12.579430829739248 55.62884775871844),12.57943083,55.62884776,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2133,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2134,POINT (12.579274746754932 55.62895106992062),12.57927475,55.62895107,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2134,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2135,POINT (12.57948298516813 55.628982570928464),12.57948299,55.62898257,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2135,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2136,POINT (12.579298129911969 55.629005175439026),12.57929813,55.62900518,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2136,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2137,POINT (12.579528000044036 55.62912080647622),12.579528,55.62912081,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2137,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2138,POINT (12.579385937519298 55.62924469915233),12.57938594,55.6292447,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2138,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2139,POINT (12.579564852796556 55.629222118670185),12.57956485,55.62922212,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2139,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2140,POINT (12.579399064095561 55.62928770077189),12.57939906,55.6292877,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2140,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2141,POINT (12.579593117780949 55.629262942635705),12.57959312,55.62926294,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2141,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2142,POINT (12.582940190632721 55.637890122004364),12.58294019,55.63789012,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2142,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2143,POINT (12.582973227459885 55.637969396201484),12.58297323,55.6379694,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2143,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2144,POINT (12.58306100142246 55.63820663838255),12.583061,55.63820664,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2144,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2145,POINT (12.583025359197842 55.63811649854935),12.58302536,55.6381165,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2145,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2146,POINT (12.588741666278201 55.65600352032135),12.58874167,55.65600352,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2146,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,30,Ikke registreret,Indmålt med GPS
cykelstativ.2147,POINT (12.588877201620425 55.655663485619996),12.5888772,55.65566349,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2147,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Indmålt med GPS
cykelstativ.2148,POINT (12.588889090569241 55.65557909131568),12.58888909,55.65557909,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2148,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,40,Ikke registreret,Indmålt med GPS
cykelstativ.2149,POINT (12.588859645847803 55.65573195212747),12.58885965,55.65573195,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2149,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2150,POINT (12.588787001364539 55.655884311276196),12.588787,55.65588431,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2150,Amager Vest,Smedemodel,På plads,Dobbeltsidet,Vinkelret,16,Skal repareres,Indmålt med GPS
cykelstativ.2151,POINT (12.588780347439526 55.65593971183533),12.58878035,55.65593971,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2151,Amager Vest,Smedemodel,På plads,Dobbeltsidet,Vinkelret,16,Ikke registreret,Indmålt med GPS
cykelstativ.2152,POINT (12.6332858208343 55.660700172749614),12.63328582,55.66070017,120,Amager Strandvej,Amager Strandvej cykelstativ.2152,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2153,POINT (12.633378383682427 55.660620749566874),12.63337838,55.66062075,120,Amager Strandvej,Amager Strandvej cykelstativ.2153,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2154,POINT (12.633518820998429 55.66043061373144),12.63351882,55.66043061,120,Amager Strandvej,Amager Strandvej cykelstativ.2154,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,12,Ikke registreret,Indmålt med GPS
cykelstativ.2155,POINT (12.628872422065514 55.66163689250686),12.62887242,55.66163689,3952,Krimsvej,Krimsvej cykelstativ.2155,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Indmålt med GPS
cykelstativ.2156,POINT (12.62889677907149 55.661599783368814),12.62889678,55.66159978,3952,Krimsvej,Krimsvej cykelstativ.2156,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Indmålt med GPS
cykelstativ.2157,POINT (12.628849038339268 55.6616699332968),12.62884904,55.66166993,3952,Krimsvej,Krimsvej cykelstativ.2157,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,30,Ikke registreret,Indmålt med GPS
cykelstativ.2158,POINT (12.628797698528688 55.66170288320658),12.6287977,55.66170288,8544,Øresundsvej,Øresundsvej cykelstativ.2158,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,30,Ikke registreret,Indmålt med GPS
cykelstativ.2159,POINT (12.636551942589778 55.65732559573068),12.63655194,55.6573256,120,Amager Strandvej,Amager Strandvej cykelstativ.2159,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2160,POINT (12.640704617563326 55.650487255698216),12.64070462,55.65048726,120,Amager Strandvej,Amager Strandvej cykelstativ.2160,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.2161,POINT (12.637624669155523 55.645590690421926),12.63762467,55.64559069,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2161,Amager Øst,NO,På fortov,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Digitaliseret manuelt
cykelstativ.2446,POINT (12.637625549609602 55.64555547892921),12.63762555,55.64555548,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2446,Amager Øst,NO,På fortov,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Digitaliseret manuelt
cykelstativ.2447,POINT (12.638096539177576 55.645758450272936),12.63809654,55.64575845,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2447,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,35,Ikke registreret,Digitaliseret manuelt
cykelstativ.2448,POINT (12.638106224172391 55.64562445450146),12.63810622,55.64562445,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2448,Amager Øst,NO,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2449,POINT (12.638228714010161 55.64563333241324),12.63822871,55.64563333,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2449,Amager Øst,NO,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2450,POINT (12.63851754296663 55.64533739312346),12.63851754,55.64533739,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2450,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2451,POINT (12.638497639368493 55.645391154182605),12.63849764,55.64539115,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2451,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2452,POINT (12.638481847767071 55.64543618999959),12.63848185,55.64543619,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2452,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2453,POINT (12.63845788165251 55.64548930915683),12.63845788,55.64548931,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2453,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2454,POINT (12.638434132982752 55.64554828026165),12.63843413,55.64554828,2720,Hedegaardsvej,Hedegaardsvej cykelstativ.2454,Amager Øst,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2455,POINT (12.632039682168873 55.65620898653649),12.63203968,55.65620899,7604,Tovelillevej,Tovelillevej cykelstativ.2455,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2456,POINT (12.632033252186103 55.65624106974928),12.63203325,55.65624107,7604,Tovelillevej,Tovelillevej cykelstativ.2456,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2457,POINT (12.632011200813649 55.656273619869495),12.6320112,55.65627362,7604,Tovelillevej,Tovelillevej cykelstativ.2457,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2458,POINT (12.631988976018425 55.65630439574138),12.63198898,55.6563044,7604,Tovelillevej,Tovelillevej cykelstativ.2458,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2459,POINT (12.63196972609074 55.65633331732363),12.63196973,55.65633332,7604,Tovelillevej,Tovelillevej cykelstativ.2459,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Skal repareres,Digitaliseret manuelt
cykelstativ.2460,POINT (12.631553484757815 55.65619420558041),12.63155348,55.65619421,5912,Roselillevej,Roselillevej cykelstativ.2460,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2461,POINT (12.631538450337521 55.65621106760998),12.63153845,55.65621107,5912,Roselillevej,Roselillevej cykelstativ.2461,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2462,POINT (12.631601095978802 55.65620060888274),12.6316011,55.65620061,5912,Roselillevej,Roselillevej cykelstativ.2462,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2463,POINT (12.63159006362247 55.656215796715486),12.63159006,55.6562158,5912,Roselillevej,Roselillevej cykelstativ.2463,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2464,POINT (12.63157648328542 55.65623339912686),12.63157648,55.6562334,5912,Roselillevej,Roselillevej cykelstativ.2464,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2465,POINT (12.631565584331208 55.65625014109446),12.63156558,55.65625014,5912,Roselillevej,Roselillevej cykelstativ.2465,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2466,POINT (12.631500644173252 55.65626107339913),12.63150064,55.65626107,5912,Roselillevej,Roselillevej cykelstativ.2466,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2467,POINT (12.63155030978706 55.65627120529102),12.63155031,55.65627121,5912,Roselillevej,Roselillevej cykelstativ.2467,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2468,POINT (12.631527151176927 55.656297985769065),12.63152715,55.65629799,5912,Roselillevej,Roselillevej cykelstativ.2468,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2469,POINT (12.631487450702373 55.65628466556619),12.63148745,55.65628467,5912,Roselillevej,Roselillevej cykelstativ.2469,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2470,POINT (12.631452726127366 55.65643574348077),12.63145273,55.65643574,5912,Roselillevej,Roselillevej cykelstativ.2470,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2471,POINT (12.631465252587573 55.6564049275882),12.63146525,55.65640493,5912,Roselillevej,Roselillevej cykelstativ.2471,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2472,POINT (12.575565701438487 55.619545139637445),12.5755657,55.61954514,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2472,Amager Vest,Noli,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2473,POINT (12.575532569725437 55.61947738309959),12.57553257,55.61947738,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2473,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,40,Ikke registreret,Digitaliseret manuelt
cykelstativ.2474,POINT (12.575543154059352 55.61950805718317),12.57554315,55.61950806,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2474,Amager Vest,Noli,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2475,POINT (12.575525878465445 55.61943975529325),12.57552588,55.61943976,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2475,Amager Vest,Noli,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2476,POINT (12.575486856436356 55.61933768446546),12.57548686,55.61933768,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2476,Amager Vest,Noli,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2477,POINT (12.5754578481427 55.61926190538429),12.57545785,55.61926191,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2477,Amager Vest,Noli,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2478,POINT (12.575472320177076 55.619297674936654),12.57547232,55.61929767,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2478,Amager Vest,Noli,På plads,Dobbeltsidet,Vinkelret,40,Ikke registreret,Digitaliseret manuelt
cykelstativ.2479,POINT (12.579403734689107 55.62878429759556),12.57940373,55.6287843,8541,Ørestads Boulevard,Ørestads Boulevard cykelstativ.2479,Amager Vest,Noli,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2480,POINT (12.613289615657607 55.6466395280071),12.61328962,55.64663953,7108,Sundbyvester Plads,Sundbyvester Plads cykelstativ.2480,Amager Vest,Andet,På plads,Dobbeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2481,POINT (12.61322674990279 55.646290648915034),12.61322675,55.64629065,7108,Sundbyvester Plads,Sundbyvester Plads cykelstativ.2481,Amager Vest,Andet,På plads,Dobbeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2484,POINT (12.61315165784257 55.64628662809137),12.61315166,55.64628663,7108,Sundbyvester Plads,Sundbyvester Plads cykelstativ.2484,Amager Vest,Andet,På plads,Dobbeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2408,POINT (12.613292063586728 55.64629495738702),12.61329206,55.64629496,7108,Sundbyvester Plads,Sundbyvester Plads cykelstativ.2408,Amager Vest,Andet,På plads,Dobbeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2409,POINT (12.613449804937959 55.646644114955954),12.6134498,55.64664411,7108,Sundbyvester Plads,Sundbyvester Plads cykelstativ.2409,Amager Vest,Andet,På plads,Dobbeltsidet,Vinkelret,14,Ikke registreret,Indmålt med GPS
cykelstativ.2410,POINT (12.607382162366811 55.65797593696987),12.60738216,55.65797594,1600,Englandsvej,Englandsvej cykelstativ.2410,Amager Vest,NO,På fortov,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Indmålt med GPS
cykelstativ.2411,POINT (12.607496848179874 55.65798976410078),12.60749685,55.65798976,1600,Englandsvej,Englandsvej cykelstativ.2411,Amager Vest,NO,På fortov,Enkeltsidet,Vinkelret,6,Ikke registreret,Indmålt med GPS
cykelstativ.2412,POINT (12.601713625624711 55.6542648764213),12.60171363,55.65426488,5452,Peder Lykkes Vej,Peder Lykkes Vej cykelstativ.2412,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2413,POINT (12.605682312377544 55.65978190501853),12.60568231,55.65978191,108,Amagerbrogade,Amagerbrogade cykelstativ.2413,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2414,POINT (12.605604212099243 55.65983502658134),12.60560421,55.65983503,108,Amagerbrogade,Amagerbrogade cykelstativ.2414,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2415,POINT (12.603527641475308 55.66148967991289),12.60352764,55.66148968,1212,Dagøgade,Dagøgade cykelstativ.2415,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.2416,POINT (12.602316706637334 55.66257573092079),12.60231671,55.66257573,1416,Ebertsgade,Ebertsgade cykelstativ.2416,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2417,POINT (12.602065814401383 55.66306830468894),12.60206581,55.6630683,108,Amagerbrogade,Amagerbrogade cykelstativ.2417,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2418,POINT (12.601943383866317 55.66310380322509),12.60194338,55.6631038,108,Amagerbrogade,Amagerbrogade cykelstativ.2418,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2419,POINT (12.60157556748106 55.66336848029852),12.60157557,55.66336848,604,Blekingegade,Blekingegade cykelstativ.2419,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2420,POINT (12.60155013202049 55.66357044868735),12.60155013,55.66357045,108,Amagerbrogade,Amagerbrogade cykelstativ.2420,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2421,POINT (12.601480424352243 55.66352757082601),12.60148042,55.66352757,108,Amagerbrogade,Amagerbrogade cykelstativ.2421,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Indmålt med GPS
cykelstativ.2422,POINT (12.601166814187067 55.663447749976704),12.60116681,55.66344775,7188,Sverrigsgade,Sverrigsgade cykelstativ.2422,Amager Øst,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Indmålt med GPS
cykelstativ.2423,POINT (12.59969044425837 55.664999263806145),12.59969044,55.66499926,2980,Hollænderdybet,Hollænderdybet cykelstativ.2423,Amager Øst,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2424,POINT (12.585405593499738 55.663639980269224),12.58540559,55.66363998,,, cykelstativ.2424,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2425,POINT (12.58536965821763 55.66356062716766),12.58536966,55.66356063,,, cykelstativ.2425,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2426,POINT (12.58536580185342 55.663347416618016),12.5853658,55.66334742,,, cykelstativ.2426,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2427,POINT (12.585246059475454 55.66308789149048),12.58524606,55.66308789,,, cykelstativ.2427,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2428,POINT (12.58529211000778 55.66318968434123),12.58529211,55.66318968,,, cykelstativ.2428,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2429,POINT (12.585285749975355 55.663246366455496),12.58528575,55.66324637,,, cykelstativ.2429,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2430,POINT (12.585460730444579 55.66373648061874),12.58546073,55.66373648,,, cykelstativ.2430,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2431,POINT (12.585447258040212 55.66369377011824),12.58544726,55.66369377,,, cykelstativ.2431,Amager Vest,Smedemodel,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.2432,POINT (12.59680914415853 55.668628672190195),12.59680914,55.66862867,8176,Vermlandsgade,Vermlandsgade cykelstativ.2432,Amager Øst,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Indmålt med GPS
cykelstativ.2374,POINT (12.595388258139987 55.66298725218287),12.59538826,55.66298725,5064,Norgesgade,Norgesgade cykelstativ.2374,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2101,POINT (12.595489347009929 55.66298120935549),12.59548935,55.66298121,5064,Norgesgade,Norgesgade cykelstativ.2101,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2102,POINT (12.599136735433992 55.6647101526209),12.59913674,55.66471015,2980,Hollænderdybet,Hollænderdybet cykelstativ.2102,Amager Vest,Model 32,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.2197,POINT (12.584935082334097 55.6796210407194),12.58493508,55.67962104,4288,Lille Kongensgade,Lille Kongensgade cykelstativ.2197,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2198,POINT (12.584941032069187 55.679534856272035),12.58494103,55.67953486,3852,Kongens Nytorv,Kongens Nytorv cykelstativ.2198,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,40,Ikke registreret,Digitaliseret manuelt
cykelstativ.2200,POINT (12.572232131140662 55.68237850948265),12.57223213,55.68237851,5928,Rosengården,Rosengården cykelstativ.2200,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2201,POINT (12.572081573494236 55.68238062724148),12.57208157,55.68238063,5928,Rosengården,Rosengården cykelstativ.2201,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2202,POINT (12.578827859392417 55.68285720635599),12.57882786,55.68285721,4552,Lønporten,Lønporten cykelstativ.2202,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Digitaliseret manuelt
cykelstativ.2203,POINT (12.579886852208658 55.681969671965966),12.57988685,55.68196967,4904,Møntergade,Møntergade cykelstativ.2203,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
