FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.2204,POINT (12.57982738153812 55.6819023072244),12.57982738,55.68190231,4904,Møntergade,Møntergade cykelstativ.2204,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2205,POINT (12.5764621326602 55.682071371082465),12.57646213,55.68207137,4100,Landemærket,Landemærket cykelstativ.2205,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2206,POINT (12.577466357231069 55.68273446305475),12.57746636,55.68273446,8628,Åbenrå,Åbenrå cykelstativ.2206,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2207,POINT (12.586210066584732 55.675130468154215),12.58621007,55.67513047,1044,Børsgade,Børsgade cykelstativ.2207,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Digitaliseret manuelt
cykelstativ.2208,POINT (12.586040966041944 55.675172553191814),12.58604097,55.67517255,1044,Børsgade,Børsgade cykelstativ.2208,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,Digitaliseret manuelt
cykelstativ.2209,POINT (12.585565520842737 55.675272254610405),12.58556552,55.67527225,1044,Børsgade,Børsgade cykelstativ.2209,Indre By,Model 32,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2210,POINT (12.580149634250672 55.675374560041824),12.58014963,55.67537456,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2210,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2211,POINT (12.580126108780407 55.67539526738),12.58012611,55.67539527,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2211,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2212,POINT (12.580165869295131 55.67535837169839),12.58016587,55.67535837,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2212,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2213,POINT (12.580237031567691 55.67529534506332),12.58023703,55.67529535,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2213,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2214,POINT (12.58021508738832 55.675318297725816),12.58021509,55.6753183,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2214,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2215,POINT (12.580196880599123 55.67533408950175),12.58019688,55.67533409,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2215,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2216,POINT (12.580110627457103 55.67541173586818),12.58011063,55.67541174,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2216,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2217,POINT (12.580252837816309 55.675281022742816),12.58025284,55.67528102,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2217,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2218,POINT (12.58008410656193 55.67533011121655),12.58008411,55.67533011,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2218,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2219,POINT (12.580067097798322 55.67534077338423),12.5800671,55.67534077,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2219,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2220,POINT (12.580035831722693 55.67536813532823),12.58003583,55.67536814,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2220,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2221,POINT (12.580126554583419 55.675291200924924),12.58012655,55.6752912,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2221,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2222,POINT (12.5801594321223 55.67526248206792),12.58015943,55.67526248,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2222,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2223,POINT (12.580020261149233 55.675382611755786),12.58002026,55.67538261,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2223,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2224,POINT (12.58086150537957 55.67566650861592),12.58086151,55.67566651,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2224,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2225,POINT (12.580844416573617 55.67568275032747),12.58084442,55.67568275,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2225,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2226,POINT (12.580890469799822 55.67563877029964),12.58089047,55.67563877,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2226,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2227,POINT (12.580905481420439 55.67562702638605),12.58090548,55.67562703,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2227,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2228,POINT (12.580978318224348 55.67567462388136),12.58097832,55.67567462,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2228,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2229,POINT (12.580992982301202 55.675660921002894),12.58099298,55.67566092,5848,Rigsdagsgården,Rigsdagsgården cykelstativ.2229,Indre By,Andet,På gadeareal,Dobbeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2086,POINT (12.578358163825126 55.676500804872646),12.57835816,55.6765008,5620,Prins Jørgens Gård,Prins Jørgens Gård cykelstativ.2086,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,16,Ikke registreret,Digitaliseret manuelt
cykelstativ.2087,POINT (12.578507280728504 55.67655838790291),12.57850728,55.67655839,5620,Prins Jørgens Gård,Prins Jørgens Gård cykelstativ.2087,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Digitaliseret manuelt
cykelstativ.2088,POINT (12.581627658552645 55.67315389296046),12.58162766,55.67315389,7318,Søren Kierkegaards Plads,Søren Kierkegaards Plads cykelstativ.2088,Indre By,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2089,POINT (12.581678672344689 55.673116168099135),12.58167867,55.67311617,7318,Søren Kierkegaards Plads,Søren Kierkegaards Plads cykelstativ.2089,Indre By,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.2090,POINT (12.581723673462646 55.673085829111486),12.58172367,55.67308583,7318,Søren Kierkegaards Plads,Søren Kierkegaards Plads cykelstativ.2090,Indre By,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Indmålt med GPS
cykelstativ.2091,POINT (12.581579698585996 55.672960979297805),12.5815797,55.67296098,7318,Søren Kierkegaards Plads,Søren Kierkegaards Plads cykelstativ.2091,Indre By,NO,På plads,Enkeltsidet,Vinkelret,65,Ikke registreret,Digitaliseret manuelt
cykelstativ.2433,POINT (12.547542998241473 55.697347379301455),12.547543,55.69734738,1208,Dagmarsgade,Dagmarsgade cykelstativ.2433,Nørrebro,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.2434,POINT (12.548286240210363 55.697405660043906),12.54828624,55.69740566,,, cykelstativ.2434,Nørrebro,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2435,POINT (12.548206033839879 55.697337965943866),12.54820603,55.69733797,,, cykelstativ.2435,Nørrebro,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.2436,POINT (12.55345244919807 55.69353390906794),12.55345245,55.69353391,6408,Sjællandsgade,Sjællandsgade cykelstativ.2436,Nørrebro,Andet,På facade,Enkeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2437,POINT (12.553325061096828 55.6934758443322),12.55332506,55.69347584,6408,Sjællandsgade,Sjællandsgade cykelstativ.2437,Nørrebro,Andet,På facade,Enkeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2438,POINT (12.552818659034191 55.693850929429196),12.55281866,55.69385093,6908,Stevnsgade,Stevnsgade cykelstativ.2438,Nørrebro,Andet,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2439,POINT (12.553060590471071 55.69736213524304),12.55306059,55.69736214,228,Arresøgade,Arresøgade cykelstativ.2439,Nørrebro,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2440,POINT (12.552964620977148 55.6973982421976),12.55296462,55.69739824,228,Arresøgade,Arresøgade cykelstativ.2440,Nørrebro,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.2441,POINT (12.55317583657308 55.69762024669064),12.55317584,55.69762025,228,Arresøgade,Arresøgade cykelstativ.2441,Nørrebro,Andet,Tæt på facade,Enkeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.2442,POINT (12.55335506900781 55.69756376089274),12.55335507,55.69756376,228,Arresøgade,Arresøgade cykelstativ.2442,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2443,POINT (12.553405194858982 55.69754852636928),12.55340519,55.69754853,2404,Guldbergsgade,Guldbergsgade cykelstativ.2443,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2444,POINT (12.561954390563724 55.703331796438974),12.56195439,55.7033318,,, cykelstativ.2444,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.2099,POINT (12.561987374240918 55.7035419481527),12.56198737,55.70354195,,, cykelstativ.2099,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,32,Ikke registreret,Digitaliseret manuelt
cykelstativ.2100,POINT (12.562183028478113 55.70520883363909),12.56218303,55.70520883,5188,Nørre Allé,Nørre Allé cykelstativ.2100,Nørrebro,Andet,På plads,Enkeltsidet,Vinkelret,39,Ikke registreret,Digitaliseret manuelt
cykelstativ.1870,POINT (12.562183782200156 55.70532024192839),12.56218378,55.70532024,,, cykelstativ.1870,Nørrebro,Andet,På plads,Enkeltsidet,Vinkelret,26,Ikke registreret,Digitaliseret manuelt
cykelstativ.1871,POINT (12.562259047683161 55.70518363230882),12.56225905,55.70518363,5188,Nørre Allé,Nørre Allé cykelstativ.1871,Nørrebro,Andet,På plads,Dobbeltsidet,Vinkelret,104,Ikke registreret,Digitaliseret manuelt
cykelstativ.1872,POINT (12.562276863537914 55.70531046355212),12.56227686,55.70531046,5188,Nørre Allé,Nørre Allé cykelstativ.1872,Nørrebro,Andet,På plads,Dobbeltsidet,Vinkelret,78,Ikke registreret,Digitaliseret manuelt
cykelstativ.1873,POINT (12.562414834693161 55.70598931031645),12.56241483,55.70598931,5188,Nørre Allé,Nørre Allé cykelstativ.1873,Nørrebro,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.1874,POINT (12.54502162457148 55.69283493379145),12.54502162,55.69283493,560,Bjelkes Allé,Bjelkes Allé cykelstativ.1874,Nørrebro,NO,Tæt på facade,Enkeltsidet,Vinkelret,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1875,POINT (12.54461510825399 55.69374126287409),12.54461511,55.69374126,3092,Husumgade,Husumgade cykelstativ.1875,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1876,POINT (12.542947548292931 55.69060465524897),12.54294755,55.69060466,2788,Hellebækgade,Hellebækgade cykelstativ.1876,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1877,POINT (12.542889224880735 55.69068628901621),12.54288922,55.69068629,2788,Hellebækgade,Hellebækgade cykelstativ.1877,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1878,POINT (12.54281479316106 55.69082193397165),12.54281479,55.69082193,2788,Hellebækgade,Hellebækgade cykelstativ.1878,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Digitaliseret manuelt
cykelstativ.1879,POINT (12.542709779002593 55.691008613580195),12.54270978,55.69100861,2788,Hellebækgade,Hellebækgade cykelstativ.1879,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Digitaliseret manuelt
cykelstativ.1880,POINT (12.542590097279668 55.69115385014892),12.5425901,55.69115385,2788,Hellebækgade,Hellebækgade cykelstativ.1880,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1881,POINT (12.542543519925216 55.6912509769062),12.54254352,55.69125098,2788,Hellebækgade,Hellebækgade cykelstativ.1881,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1882,POINT (12.543005611570988 55.69052017167874),12.54300561,55.69052017,2788,Hellebækgade,Hellebækgade cykelstativ.1882,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,13,Ikke registreret,Digitaliseret manuelt
cykelstativ.1883,POINT (12.542481014356161 55.691355599195795),12.54248101,55.6913556,2788,Hellebækgade,Hellebækgade cykelstativ.1883,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1884,POINT (12.542429547813558 55.69144492859846),12.54242955,55.69144493,2788,Hellebækgade,Hellebækgade cykelstativ.1884,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1885,POINT (12.542388966884925 55.69151647049437),12.54238897,55.69151647,4996,Nivågade,Nivågade cykelstativ.1885,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,13,Ikke registreret,Digitaliseret manuelt
cykelstativ.1886,POINT (12.53887650208399 55.69384769776586),12.5388765,55.6938477,5152,Nærumgade,Nærumgade cykelstativ.1886,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1887,POINT (12.539144200142694 55.693858053106254),12.5391442,55.69385805,5152,Nærumgade,Nærumgade cykelstativ.1887,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1888,POINT (12.539378887843798 55.693857307721814),12.53937889,55.69385731,5152,Nærumgade,Nærumgade cykelstativ.1888,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1889,POINT (12.538630081665357 55.69384990056862),12.53863008,55.6938499,5152,Nærumgade,Nærumgade cykelstativ.1889,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.1890,POINT (12.538547559106375 55.69368806210464),12.53854756,55.69368806,5152,Nærumgade,Nærumgade cykelstativ.1890,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.1891,POINT (12.538633423388772 55.693683553112535),12.53863342,55.69368355,5152,Nærumgade,Nærumgade cykelstativ.1891,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,16,Ikke registreret,Digitaliseret manuelt
cykelstativ.1892,POINT (12.538752111265802 55.69368419010773),12.53875211,55.69368419,5152,Nærumgade,Nærumgade cykelstativ.1892,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1893,POINT (12.538849281378905 55.69368544742276),12.53884928,55.69368545,5152,Nærumgade,Nærumgade cykelstativ.1893,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.1894,POINT (12.538935699280156 55.693687014897776),12.5389357,55.69368701,5152,Nærumgade,Nærumgade cykelstativ.1894,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1895,POINT (12.539039852994877 55.693686039394656),12.53903985,55.69368604,5152,Nærumgade,Nærumgade cykelstativ.1895,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.1896,POINT (12.539137389963846 55.69369134713202),12.53913739,55.69369135,6024,Rungsted Plads,Rungsted Plads cykelstativ.1896,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.1897,POINT (12.53924113680207 55.693626421981776),12.53924114,55.69362642,6024,Rungsted Plads,Rungsted Plads cykelstativ.1897,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1898,POINT (12.539242370771793 55.69355266561051),12.53924237,55.69355267,6024,Rungsted Plads,Rungsted Plads cykelstativ.1898,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1899,POINT (12.539240069585016 55.69348347992978),12.53924007,55.69348348,6024,Rungsted Plads,Rungsted Plads cykelstativ.1899,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1900,POINT (12.539240823307061 55.693391924379036),12.53924082,55.69339192,6024,Rungsted Plads,Rungsted Plads cykelstativ.1900,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.1901,POINT (12.539238188614936 55.69332018571494),12.53923819,55.69332019,6024,Rungsted Plads,Rungsted Plads cykelstativ.1901,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.1902,POINT (12.539235353819633 55.693246277598796),12.53923535,55.69324628,6024,Rungsted Plads,Rungsted Plads cykelstativ.1902,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1903,POINT (12.539235974139544 55.693167917186436),12.53923597,55.69316792,6024,Rungsted Plads,Rungsted Plads cykelstativ.1903,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.1904,POINT (12.539224361483939 55.69307495591069),12.53922436,55.69307496,6024,Rungsted Plads,Rungsted Plads cykelstativ.1904,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.1905,POINT (12.539226249124113 55.69298123090777),12.53922625,55.69298123,6024,Rungsted Plads,Rungsted Plads cykelstativ.1905,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.1906,POINT (12.53921805823319 55.69289072256375),12.53921806,55.69289072,6024,Rungsted Plads,Rungsted Plads cykelstativ.1906,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Digitaliseret manuelt
cykelstativ.2301,POINT (12.539228963857502 55.69278209987775),12.53922896,55.6927821,6024,Rungsted Plads,Rungsted Plads cykelstativ.2301,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.2302,POINT (12.539226475907745 55.69269728113471),12.53922648,55.69269728,6024,Rungsted Plads,Rungsted Plads cykelstativ.2302,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Digitaliseret manuelt
cykelstativ.2303,POINT (12.538883752489859 55.69259590551955),12.53888375,55.69259591,3080,Humlebækgade,Humlebækgade cykelstativ.2303,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,14,Ikke registreret,Digitaliseret manuelt
cykelstativ.2304,POINT (12.53900107299504 55.692616351063826),12.53900107,55.69261635,3080,Humlebækgade,Humlebækgade cykelstativ.2304,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,14,Ikke registreret,Digitaliseret manuelt
